ID,item_cnt_month
0,0.3963095
1,0.08781615
2,0.74965787
3,0.12815523
4,0.08781615
5,0.44917673
6,0.94820315
7,0.1052454
8,0.9180821
9,0.08781615
10,2.5189602
11,0.17976542
12,0.08527162
13,0.29118502
14,1.5144185
15,2.6205688
16,0.08781615
17,0.095742755
18,1.3079304
19,0.079187155
20,0.590338
21,0.08781615
22,0.77706957
23,0.67287874
24,1.417986
25,0.08781615
26,0.08781615
27,0.40197554
28,0.76072234
29,3.1684783
30,0.33112907
31,0.08781615
32,0.33843344
33,0.4756338
34,0.08480907
35,0.08565569
36,0.0969444
37,0.40772676
38,0.1855151
39,0.09417362
40,0.53227526
41,0.85272074
42,3.0402505
43,3.0464926
44,0.32125074
45,0.08781615
46,0.6042894
47,0.14865716
48,0.19800411
49,0.88995284
50,1.2486418
51,0.17976542
52,0.6003149
53,0.13962294
54,6.306132
55,2.7444577
56,2.1917326
57,2.006065
58,5.0709677
59,4.0606685
60,4.5948114
61,0.41522944
62,0.29410982
63,0.3179118
64,0.08781615
65,0.08781615
66,0.69868165
67,0.0860778
68,0.32125074
69,0.09610327
70,0.08781615
71,1.6325643
72,0.44296825
73,0.8525088
74,0.08781615
75,0.08781615
76,0.31561053
77,0.08781615
78,0.2631537
79,0.54559594
80,0.79993975
81,3.0866275
82,0.6809835
83,0.1773716
84,0.7714247
85,1.0743124
86,0.5659979
87,0.08615098
88,3.120055
89,1.2176429
90,0.7512536
91,0.32438296
92,2.0549316
93,0.12815523
94,0.19505881
95,0.08434607
96,0.0860778
97,0.37836516
98,0.56515145
99,1.2350066
100,0.95945036
101,0.6026704
102,0.18767416
103,0.32438296
104,0.087027006
105,0.08781615
106,0.08781615
107,0.53795034
108,0.09525468
109,0.08781615
110,0.17567457
111,0.08781615
112,0.08781615
113,0.08781615
114,0.23018795
115,0.22205684
116,0.08781615
117,0.10431644
118,8.486057
119,0.10612284
120,0.0805794
121,0.085843965
122,0.32003176
123,0.47261167
124,0.45973998
125,1.1490924
126,0.08781615
127,0.083782844
128,0.08781615
129,0.18115605
130,0.32438296
131,0.08781615
132,0.32438296
133,2.799484
134,0.08385766
135,0.32438296
136,0.17976542
137,0.08781615
138,0.8668636
139,0.08781615
140,0.17661977
141,0.41483003
142,0.105062746
143,0.17976542
144,0.08781615
145,0.08781615
146,0.08781615
147,0.13130116
148,0.08781615
149,0.08781615
150,0.09560751
151,0.08781615
152,5.5212526
153,0.2203359
154,0.08781615
155,0.1556645
156,0.18840009
157,0.08550345
158,0.12866089
159,0.33770782
160,0.08781615
161,0.17976542
162,0.08781615
163,0.40027168
164,0.3415079
165,0.08834332
166,0.4930669
167,0.09017007
168,0.08781615
169,0.08810103
170,0.17976542
171,0.434637
172,0.31845438
173,1.2678138
174,1.6856941
175,3.3292038
176,1.1846098
177,0.08781615
178,0.41747576
179,0.08942858
180,0.9180026
181,0.35277236
182,0.08781615
183,0.11207634
184,0.17809835
185,0.08781615
186,0.0896133
187,0.14425813
188,0.08781615
189,0.08781615
190,0.08781615
191,0.5564909
192,0.53227526
193,0.12110658
194,0.08550345
195,0.12087323
196,0.32438296
197,2.5631561
198,1.1141508
199,0.08781615
200,0.08781615
201,0.08781615
202,0.14457561
203,1.1328489
204,0.10405884
205,0.08781615
206,0.08781615
207,0.08577085
208,1.3068185
209,0.47403377
210,0.18368533
211,0.10166783
212,0.08489316
213,0.32438296
214,0.095489025
215,0.4861384
216,0.403055
217,0.17622513
218,1.9157656
219,0.38636303
220,0.3818519
221,0.08781615
222,0.08781615
223,0.6890937
224,2.4633393
225,0.31638235
226,0.35592073
227,0.08781615
228,0.17609344
229,0.08781615
230,0.08781615
231,0.42365187
232,0.08781615
233,0.32444447
234,0.08781615
235,0.127891
236,0.17182231
237,0.34396428
238,0.32438296
239,0.19323592
240,0.75026447
241,0.08155413
242,0.08781615
243,0.08781615
244,0.08781615
245,0.19367075
246,1.6302112
247,0.40042692
248,0.39964604
249,0.08656023
250,0.64536947
251,0.13571286
252,0.22207153
253,0.9257224
254,0.2978837
255,5.5212526
256,0.08781615
257,0.14393258
258,0.43266624
259,0.18077178
260,0.0818283
261,0.088270776
262,0.17846058
263,0.08781615
264,0.081885934
265,0.4017628
266,0.08781615
267,0.17976542
268,0.08565569
269,0.08868841
270,0.9848841
271,0.091412306
272,0.14081496
273,0.6026704
274,10.812808
275,0.08781615
276,0.32438296
277,1.3117692
278,0.3255906
279,0.1593236
280,0.15031466
281,0.13467586
282,0.10589185
283,0.6752521
284,0.15031466
285,0.19920728
286,0.08781615
287,0.8116634
288,0.20467792
289,0.32438296
290,0.08781615
291,0.08787526
292,0.2287595
293,0.119424514
294,0.71138734
295,0.7996854
296,0.14134406
297,0.11680661
298,0.08781615
299,0.08781615
300,0.087787285
301,0.4572903
302,0.7584171
303,0.67462087
304,0.08550345
305,0.08577085
306,0.16947278
307,0.12908015
308,0.22316712
309,0.08781615
310,0.08781615
311,0.35818863
312,0.7547743
313,0.1593236
314,0.08781615
315,0.32438296
316,0.11686462
317,2.0162811
318,0.085077055
319,0.14110392
320,0.08781615
321,0.08816841
322,0.6746772
323,0.10740834
324,0.38243192
325,0.4002981
326,0.3225233
327,0.08781615
328,0.08781615
329,0.33596855
330,0.08781615
331,0.08781615
332,0.12601556
333,0.20223957
334,0.82703775
335,0.22992893
336,0.098560736
337,0.7290982
338,0.3403709
339,0.3427617
340,0.09841947
341,0.18547511
342,0.08781615
343,0.9586401
344,0.091412246
345,0.08970101
346,4.028947
347,3.405365
348,0.09815427
349,0.24465135
350,0.08781615
351,0.4308371
352,0.08781615
353,0.11129348
354,0.08781615
355,0.08781615
356,0.32438296
357,0.71138734
358,0.5294506
359,0.32438296
360,0.12815523
361,3.1757112
362,0.6026704
363,0.82703775
364,0.46525985
365,0.44226658
366,0.08781615
367,0.08781615
368,0.08781615
369,0.15317746
370,0.08781615
371,0.32438296
372,0.6026704
373,0.08781615
374,1.2947356
375,2.2169614
376,0.39051968
377,0.19920728
378,0.37675452
379,0.08781615
380,2.7257028
381,0.44226658
382,0.42449707
383,0.08781615
384,1.5452197
385,0.3675627
386,0.42791158
387,0.08781615
388,0.14245975
389,0.08542271
390,0.08781615
391,0.10757578
392,0.123562835
393,0.33727175
394,0.08781615
395,0.08781615
396,1.8842742
397,0.2579004
398,0.08781615
399,0.37236062
400,0.08781615
401,0.39634514
402,1.5104951
403,2.3544877
404,0.3320979
405,0.10614533
406,0.112670764
407,0.08567676
408,0.10491628
409,0.08781615
410,0.08781615
411,1.001639
412,0.093077
413,0.15898724
414,0.08781615
415,3.8388453
416,0.08781615
417,0.08781615
418,0.08781615
419,0.08781615
420,0.30287927
421,1.2638397
422,0.32438296
423,0.93005204
424,0.0986601
425,0.14565548
426,0.08781615
427,0.08781615
428,1.0171891
429,0.42041296
430,0.72073144
431,0.5769715
432,0.08500814
433,0.08781615
434,0.08410896
435,0.76459134
436,0.099134505
437,0.7794074
438,0.5064071
439,0.611249
440,0.12019891
441,0.15390016
442,0.17976542
443,0.16075435
444,0.0986601
445,0.29795915
446,0.19071728
447,0.18095456
448,0.32438296
449,0.5504679
450,0.32438296
451,0.16490312
452,0.13339841
453,0.18089448
454,0.35946506
455,0.14432722
456,0.35561758
457,0.08781615
458,0.4666825
459,0.50636464
460,17.239862
461,1.1956044
462,0.32438296
463,0.53699785
464,0.42961818
465,0.08781615
466,0.08781615
467,0.08781615
468,0.08781615
469,0.27244112
470,0.32438296
471,0.28054214
472,0.12815523
473,0.08781615
474,0.9180026
475,1.2638397
476,0.08781615
477,0.08400533
478,0.08828605
479,0.08781615
480,0.08781615
481,0.08781615
482,0.09749445
483,0.32438296
484,0.8378517
485,0.39718083
486,0.43153995
487,0.10061528
488,0.08781615
489,2.4181397
490,0.1407223
491,0.08781615
492,0.34164348
493,0.08781615
494,0.31856444
495,0.09169182
496,0.10757578
497,0.08781615
498,5.236329
499,0.08781615
500,0.08781615
501,0.47520357
502,0.40564734
503,0.08781615
504,1.1773278
505,0.6064951
506,0.8867822
507,0.11043234
508,0.7982302
509,0.26265892
510,0.12471558
511,0.093387336
512,0.19191828
513,0.08781615
514,0.08500814
515,0.08781615
516,0.17976542
517,0.48515362
518,0.80799085
519,0.41844958
520,0.33883563
521,0.34911174
522,0.54517835
523,1.231369
524,0.12815523
525,0.4540757
526,0.15759766
527,0.12719801
528,0.08550345
529,0.085381694
530,0.08781615
531,0.5143737
532,0.086130135
533,0.08421956
534,0.08781615
535,0.082656026
536,0.08781615
537,0.108835034
538,0.4260546
539,0.13863602
540,0.9226335
541,0.08781615
542,0.20955977
543,0.10423921
544,0.0860778
545,0.08781615
546,0.33135498
547,0.09472386
548,0.08942858
549,0.08842087
550,0.08781615
551,0.23505653
552,0.48017007
553,0.09812078
554,0.088270776
555,0.28005785
556,0.11219385
557,0.15031466
558,0.08781615
559,0.11826224
560,0.22937986
561,0.60781676
562,0.08830462
563,0.08781615
564,0.08781615
565,0.10923552
566,0.1262558
567,0.08781615
568,0.16686614
569,0.0903586
570,0.08781615
571,0.08781615
572,0.71138734
573,0.206228
574,0.08781615
575,0.08781615
576,0.20778611
577,0.08781615
578,0.08781615
579,0.34501046
580,0.08781615
581,0.08781615
582,0.08781615
583,0.08781615
584,0.76401883
585,0.08302516
586,0.08781615
587,0.46816325
588,2.4806342
589,0.1353698
590,0.4382435
591,0.25728467
592,2.2718174
593,0.10060744
594,0.107047126
595,0.13209361
596,0.124497496
597,0.08781615
598,0.08832515
599,0.08781615
600,0.09568454
601,0.12669292
602,0.08781615
603,0.08565569
604,0.17812951
605,0.0840698
606,0.08578579
607,0.08781615
608,0.08507675
609,0.34349757
610,0.31107485
611,0.6116899
612,0.08781615
613,0.08781615
614,0.08781615
615,0.76238316
616,0.32438296
617,0.22402601
618,0.42449707
619,0.10757578
620,0.31054926
621,0.08781615
622,0.08781615
623,0.46821344
624,0.32438296
625,0.32438296
626,0.71138734
627,0.08781615
628,0.08984332
629,0.12815523
630,0.1837101
631,0.08781615
632,0.12815523
633,0.08781615
634,0.46608043
635,0.26299292
636,0.08781615
637,0.18451327
638,0.20679092
639,0.10991393
640,0.44572818
641,0.65826714
642,0.10796024
643,0.08781615
644,0.085077055
645,0.08781615
646,0.71138734
647,0.10757578
648,0.08781615
649,0.12815523
650,0.19085015
651,0.8201724
652,0.08781615
653,0.12667364
654,0.119673766
655,0.32438296
656,0.26740286
657,0.08781615
658,0.08781615
659,0.11478101
660,0.480655
661,0.18160878
662,0.08781615
663,0.9119944
664,0.08672302
665,0.28150088
666,0.12847425
667,0.08781615
668,0.6026704
669,0.12815523
670,0.101625495
671,0.08819218
672,0.11238061
673,0.47361505
674,0.08781615
675,0.08781615
676,0.4227937
677,0.68821657
678,0.17976542
679,0.677861
680,0.08781615
681,0.08295067
682,0.6728854
683,0.08781615
684,0.6026704
685,0.32438296
686,0.28005785
687,0.32438296
688,0.26951537
689,0.08781615
690,0.08781615
691,0.11481424
692,0.10754323
693,0.09007028
694,0.08781615
695,0.766638
696,0.08781615
697,0.08781615
698,0.08781615
699,0.08781615
700,1.2638397
701,0.08781615
702,1.2882268
703,1.2882268
704,0.08781615
705,0.08781615
706,0.10546582
707,0.08781615
708,0.08875158
709,1.9988625
710,0.19261083
711,0.26791212
712,0.08781615
713,0.3822382
714,0.17976542
715,0.08781615
716,0.3866573
717,0.1855151
718,0.08781615
719,0.08781615
720,0.08781615
721,0.46592313
722,0.08443597
723,1.7820255
724,0.13064857
725,0.42449707
726,0.46428788
727,0.6026704
728,0.08781615
729,0.94820315
730,0.12686127
731,0.09025739
732,0.7542751
733,0.08781615
734,0.6026704
735,0.17976542
736,0.32438296
737,0.57403904
738,0.42449707
739,0.21805888
740,0.17976542
741,0.084213845
742,0.08781615
743,0.32438296
744,0.501929
745,0.42449707
746,0.28005785
747,0.38780034
748,0.49684733
749,0.08781615
750,0.32223117
751,0.10829298
752,0.26791212
753,0.08741654
754,1.5684489
755,0.3866573
756,0.08781615
757,0.38864005
758,0.08577085
759,0.08942451
760,0.7576292
761,0.24707197
762,0.08937069
763,1.6325643
764,0.26791212
765,0.10757578
766,0.17976542
767,0.32445487
768,0.59074414
769,0.32685837
770,0.08781615
771,0.08781615
772,0.17976542
773,0.08781615
774,0.08781615
775,0.08781615
776,0.32438296
777,0.32438296
778,0.08781615
779,0.32438296
780,0.08781615
781,0.9180026
782,0.7536893
783,0.32438296
784,0.08781615
785,0.9180026
786,2.056498
787,1.0357381
788,0.08781615
789,0.32438296
790,0.08781615
791,0.08781615
792,0.08781615
793,2.799484
794,0.08781615
795,0.08781615
796,0.08781615
797,0.32438296
798,0.08781615
799,1.3313287
800,0.32438296
801,0.13467586
802,0.08781615
803,0.08781615
804,0.129623
805,0.08781615
806,0.08260408
807,0.20078053
808,0.36914808
809,0.08781615
810,0.30881077
811,0.4005245
812,0.33307347
813,0.10757578
814,0.087590076
815,0.3772756
816,0.1614506
817,0.08781615
818,0.08781615
819,0.111654446
820,0.18284632
821,0.08843551
822,0.36640424
823,0.08781615
824,0.20605733
825,0.32523802
826,0.12815523
827,0.08781615
828,0.087629415
829,0.150798
830,0.9180026
831,0.17609344
832,0.10035428
833,0.3763603
834,0.9180026
835,0.14053538
836,0.08781615
837,0.7733732
838,0.471076
839,0.087733224
840,0.08781615
841,0.17609344
842,0.0986601
843,0.08781615
844,0.28005785
845,0.08781615
846,0.09417362
847,0.32438296
848,0.12074772
849,0.10554539
850,0.13903658
851,0.08781615
852,0.3906713
853,0.08781615
854,0.28005785
855,0.6891662
856,0.32438296
857,0.89454
858,0.08781615
859,0.7273681
860,0.09832921
861,0.08781615
862,0.17976542
863,0.32438296
864,0.3422451
865,0.50624007
866,0.3303409
867,0.08942858
868,0.96850395
869,0.13258539
870,0.750551
871,0.15031466
872,0.13296203
873,0.29208344
874,0.3887998
875,1.0480224
876,0.1328442
877,0.08577085
878,0.24757019
879,0.42449707
880,0.08438016
881,0.32438296
882,0.49758798
883,1.2638397
884,0.59874654
885,0.7132358
886,0.180733
887,0.27839917
888,0.17495908
889,0.08864329
890,0.27769968
891,0.3991885
892,0.08792641
893,0.1092823
894,0.28005785
895,0.17976542
896,0.08781615
897,0.116556816
898,0.084373124
899,0.42449707
900,0.086484544
901,1.0968653
902,0.10757578
903,0.08781615
904,0.43001795
905,0.32125074
906,1.9279577
907,0.2257342
908,0.2647841
909,0.08781615
910,0.17992657
911,0.08022883
912,1.2512493
913,0.41500098
914,0.08781615
915,0.14721152
916,0.15340777
917,0.08667758
918,0.14668415
919,0.34446096
920,0.08781615
921,0.8379691
922,0.10757578
923,0.08942858
924,0.32901037
925,0.19118142
926,0.29424408
927,0.12665454
928,0.3243197
929,0.3189316
930,0.08781615
931,0.08781615
932,0.36587295
933,0.28720272
934,0.08781615
935,0.17976542
936,0.32438296
937,0.74488735
938,0.11525796
939,0.15029286
940,0.12815523
941,0.22833054
942,0.08781615
943,0.42777723
944,0.08792641
945,0.08781615
946,0.17567661
947,0.08715319
948,0.32438296
949,0.08711063
950,0.17976542
951,0.08781615
952,0.08714072
953,0.08781615
954,0.21426967
955,0.32438296
956,0.15990907
957,0.086428404
958,0.725968
959,0.08781615
960,0.08781615
961,0.1467664
962,0.33971798
963,0.12815523
964,0.12815523
965,0.08781615
966,0.19284678
967,0.08781615
968,0.08774396
969,0.0962914
970,0.08781615
971,0.08630387
972,0.08480907
973,0.36579412
974,0.10576547
975,0.08613387
976,0.3242697
977,1.0010912
978,0.24220446
979,1.0354623
980,0.33776087
981,0.2844752
982,0.49612772
983,0.08495936
984,0.08781615
985,0.42941082
986,0.17609344
987,0.42174798
988,0.08806067
989,0.08781615
990,0.08781615
991,0.24346036
992,0.2312516
993,0.9180026
994,0.60455483
995,0.10743477
996,0.08781615
997,0.11353869
998,0.19915721
999,0.115981236
1000,0.7491625
1001,0.1407223
1002,0.5742814
1003,0.08781615
1004,0.17859916
1005,0.12868181
1006,0.08781615
1007,0.08837033
1008,0.6194916
1009,0.17749842
1010,0.17731614
1011,0.33307347
1012,0.42553526
1013,1.5209777
1014,0.08781615
1015,0.08781615
1016,0.08781615
1017,0.08781615
1018,0.08838053
1019,0.17976542
1020,0.08781615
1021,0.22192517
1022,0.08710714
1023,0.082482025
1024,0.4113496
1025,0.08793556
1026,0.46592313
1027,0.1827963
1028,0.08781615
1029,0.11376011
1030,0.11137469
1031,0.32438296
1032,1.9286302
1033,0.08781615
1034,0.53071266
1035,0.17867763
1036,0.08957524
1037,1.1461056
1038,0.08781615
1039,0.08232622
1040,0.43967384
1041,0.08781615
1042,0.08781615
1043,0.089379266
1044,0.21698317
1045,0.17976542
1046,0.48127848
1047,0.17976542
1048,0.19797933
1049,0.08781615
1050,0.08781615
1051,0.08781615
1052,0.08781615
1053,0.08781615
1054,0.08781615
1055,0.3373937
1056,0.37267178
1057,0.08781615
1058,0.08781615
1059,1.264547
1060,0.12738582
1061,0.08781615
1062,0.08221854
1063,0.15499415
1064,0.1891143
1065,0.07957789
1066,0.26403123
1067,0.37917227
1068,0.11605883
1069,0.32438296
1070,0.13969588
1071,0.08345344
1072,0.08781615
1073,0.17976542
1074,0.17976542
1075,0.17976542
1076,0.13760397
1077,0.08781615
1078,0.08781615
1079,0.17951377
1080,0.09463306
1081,0.08781615
1082,0.08682157
1083,0.09790506
1084,0.17590666
1085,0.09468726
1086,0.08781615
1087,0.121482104
1088,0.36587295
1089,0.4077793
1090,1.6325643
1091,0.08781615
1092,0.50319594
1093,0.004096523
1094,0.12815523
1095,0.14704154
1096,0.12815523
1097,0.105478704
1098,0.08781615
1099,0.08227333
1100,0.18984127
1101,0.17976542
1102,0.2203359
1103,0.82703775
1104,1.2745001
1105,0.12098523
1106,0.08781615
1107,0.6773208
1108,0.08843551
1109,0.08781615
1110,0.13859509
1111,0.08781615
1112,0.19155416
1113,0.08781615
1114,0.33007717
1115,0.08633404
1116,0.12815523
1117,0.08781615
1118,0.08641788
1119,0.1149524
1120,0.33062035
1121,0.1154494
1122,0.13441603
1123,0.08781615
1124,0.09417362
1125,0.1377829
1126,0.41198486
1127,0.08770898
1128,0.12949716
1129,0.3216526
1130,0.20556955
1131,0.08781615
1132,0.08756722
1133,0.10435808
1134,0.1803942
1135,0.08489316
1136,0.15742467
1137,0.9151962
1138,0.23492453
1139,0.10423921
1140,0.1680402
1141,0.08714959
1142,0.09730213
1143,0.0986601
1144,0.08167898
1145,0.44226658
1146,0.07088428
1147,0.08781615
1148,0.08781615
1149,0.17703918
1150,0.09417362
1151,0.21875459
1152,0.08781615
1153,0.31599048
1154,0.6188621
1155,0.32438296
1156,0.13395342
1157,1.9733431
1158,1.4788145
1159,0.0836956
1160,0.1650728
1161,0.38236296
1162,0.16827919
1163,0.08781615
1164,0.095489025
1165,0.08781615
1166,0.08781615
1167,0.08781615
1168,0.08781615
1169,0.08781615
1170,0.32438296
1171,0.08781615
1172,0.08781615
1173,0.07235835
1174,0.08781615
1175,0.08781615
1176,0.08781615
1177,0.08658379
1178,0.1818695
1179,0.09431858
1180,0.42593074
1181,0.08376536
1182,0.12815523
1183,0.08781615
1184,0.08876646
1185,0.09870465
1186,0.08781615
1187,0.08781615
1188,0.08984332
1189,0.9180026
1190,0.10796024
1191,0.08565569
1192,0.08781615
1193,1.0157894
1194,0.08725105
1195,0.20727119
1196,0.09417362
1197,0.09239948
1198,0.08781615
1199,0.27497435
1200,0.10241903
1201,0.08781615
1202,0.08717271
1203,0.44963884
1204,0.08781615
1205,0.7208128
1206,0.08793556
1207,0.08781615
1208,0.088170946
1209,0.06342849
1210,0.17359248
1211,0.10522827
1212,1.8971677
1213,0.568686
1214,0.40638867
1215,0.14432722
1216,0.49344003
1217,0.35401878
1218,0.15886244
1219,0.091412306
1220,0.08781615
1221,0.08781615
1222,0.09092568
1223,0.08682157
1224,0.18327805
1225,0.08781615
1226,0.13830125
1227,0.08781615
1228,0.24747464
1229,0.18107809
1230,0.08781615
1231,0.44374734
1232,0.17992173
1233,0.16242528
1234,0.08793556
1235,0.26791212
1236,0.19836892
1237,0.37632197
1238,0.08781615
1239,0.9180026
1240,0.09388317
1241,0.3411047
1242,0.18210633
1243,0.32438296
1244,0.12815523
1245,0.0986601
1246,0.7030015
1247,0.16551982
1248,0.31940413
1249,0.08419424
1250,0.17966941
1251,0.08781615
1252,0.108949035
1253,0.32438296
1254,0.64536947
1255,0.010156974
1256,0.37010938
1257,0.091412306
1258,0.08781615
1259,0.08781615
1260,0.08781615
1261,0.16496064
1262,0.08781615
1263,0.08070983
1264,1.2453147
1265,0.18690737
1266,0.1292589
1267,0.44277114
1268,0.081377804
1269,0.0890364
1270,0.3924591
1271,0.17567661
1272,0.085561864
1273,0.17600459
1274,0.08781615
1275,0.08415337
1276,0.32793814
1277,0.08781615
1278,0.08781615
1279,0.6026704
1280,0.06400979
1281,0.13843013
1282,0.09327188
1283,0.177383
1284,0.9138378
1285,0.13471128
1286,0.08633253
1287,0.5339342
1288,0.08992996
1289,0.37632197
1290,0.1407223
1291,1.247663
1292,0.17787749
1293,0.19625303
1294,0.4927243
1295,0.23690291
1296,0.16590968
1297,0.32438296
1298,0.62433183
1299,0.21861319
1300,0.21861319
1301,0.21255897
1302,0.13915105
1303,0.08781615
1304,0.82703775
1305,0.32438296
1306,0.08201174
1307,0.06765766
1308,0.32438296
1309,0.08781615
1310,0.08781615
1311,0.17134961
1312,0.7774644
1313,0.18958686
1314,0.321414
1315,0.08781615
1316,0.45012987
1317,0.18078287
1318,0.85279596
1319,0.09615481
1320,0.17976542
1321,0.12815523
1322,0.08781615
1323,0.27956796
1324,0.10133065
1325,0.5879898
1326,0.08781615
1327,0.08781615
1328,0.11685776
1329,0.091412306
1330,0.08781615
1331,0.088582925
1332,0.08781615
1333,1.8889904
1334,0.095191
1335,0.08633188
1336,0.08781615
1337,0.384921
1338,0.17609344
1339,0.18025889
1340,0.08781615
1341,0.08781615
1342,0.36918902
1343,0.086428404
1344,0.08781615
1345,0.08714072
1346,0.08781615
1347,0.15031466
1348,0.10757578
1349,0.6060023
1350,0.08781615
1351,0.17976542
1352,0.08781615
1353,0.15031466
1354,0.15335253
1355,0.32438296
1356,0.17976542
1357,0.17938901
1358,0.08772022
1359,0.6918426
1360,0.6026704
1361,0.32438296
1362,0.09429899
1363,0.14051348
1364,0.23148486
1365,0.4036659
1366,0.0863648
1367,0.15578513
1368,0.21954389
1369,0.08781615
1370,0.08781615
1371,0.08781615
1372,0.08565569
1373,0.32438296
1374,0.08781615
1375,0.32438296
1376,0.33774275
1377,0.08781615
1378,0.16297619
1379,0.17976542
1380,0.18089448
1381,0.09409533
1382,0.18446624
1383,0.3072129
1384,0.08871034
1385,0.32438296
1386,0.15248975
1387,0.10653032
1388,0.08320689
1389,0.08781615
1390,0.10106833
1391,0.08818444
1392,0.14378656
1393,0.08781615
1394,0.08781615
1395,0.3309638
1396,0.08781615
1397,0.24281695
1398,0.18386802
1399,0.10782878
1400,0.08781615
1401,0.08781615
1402,0.12815523
1403,0.49487466
1404,0.08781615
1405,0.08781615
1406,0.08619271
1407,0.08781615
1408,0.084299326
1409,0.08781615
1410,0.17976542
1411,0.11576815
1412,0.08686819
1413,0.12815523
1414,0.08565569
1415,0.08286554
1416,0.17417392
1417,0.25002417
1418,0.10544667
1419,0.19005007
1420,0.08781615
1421,0.3016681
1422,0.10350758
1423,0.0976255
1424,0.087453574
1425,0.08942858
1426,0.08781615
1427,0.0986601
1428,0.086258665
1429,0.12746866
1430,0.08781615
1431,0.12625283
1432,0.08781615
1433,0.09492778
1434,0.08781615
1435,0.08956205
1436,0.08781615
