ID,item_cnt_month
0,0.2047357
1,0.16271959
2,0.28142422
3,0.2604319
4,0.16271959
5,0.10743829
6,0.66903067
7,0.063240156
8,1.9804977
9,0.16271959
10,1.5292975
11,0.26011002
12,0.19514842
13,0.0
14,3.341762
15,2.6283417
16,0.16271959
17,0.12955567
18,0.8472339
19,0.12378749
20,1.2311407
21,0.16271959
22,2.0472171
23,0.885033
24,0.26602912
25,0.16271959
26,0.16271959
27,0.6575168
28,0.63741726
29,1.1478406
30,0.35646206
31,0.16271959
32,0.8640676
33,1.947385
34,0.07819631
35,0.1330165
36,0.12953535
37,0.53108543
38,0.26081812
39,0.16342765
40,0.4264177
41,1.880478
42,2.58948
43,5.5871105
44,0.255027
45,0.16271959
46,0.15890995
47,0.12928857
48,0.14888856
49,0.48795554
50,0.7046554
51,0.26011002
52,0.5717057
53,0.26428342
54,4.248903
55,2.5028076
56,1.9436245
57,1.534809
58,3.9418972
59,3.9212015
60,3.0982254
61,0.9063095
62,0.40898684
63,0.20785204
64,0.16271959
65,0.16271959
66,0.512401
67,0.123479374
68,0.255027
69,0.34844688
70,0.16271959
71,1.5770676
72,0.2098214
73,3.9308252
74,0.16271959
75,0.16271959
76,0.28644493
77,0.16271959
78,0.4301192
79,0.32449877
80,0.91980463
81,1.8245265
82,0.6044952
83,0.2913462
84,1.0377835
85,1.1440625
86,0.6197428
87,0.20426106
88,7.3290286
89,1.0287361
90,0.6083817
91,0.30777055
92,0.84557563
93,0.2604319
94,0.10346309
95,0.18827158
96,0.123479374
97,0.20208642
98,1.0247517
99,5.764252
100,0.68979084
101,0.5582863
102,0.3875062
103,0.30777055
104,0.12596998
105,0.16271959
106,0.16271959
107,3.2538226
108,0.062668316
109,0.16271959
110,0.3567749
111,0.16271959
112,0.16271959
113,0.16271959
114,0.585644
115,0.22232434
116,0.16271959
117,0.3289813
118,5.72998
119,0.18243843
120,0.14659853
121,0.09034581
122,0.3515699
123,0.18721543
124,0.5069145
125,0.31787044
126,0.16271959
127,0.18040437
128,0.16271959
129,0.28590095
130,0.30777055
131,0.16271959
132,0.30777055
133,2.641432
134,0.092957795
135,0.30777055
136,0.26011002
137,0.16271959
138,0.21790051
139,0.16271959
140,0.13148198
141,0.51109356
142,0.24053872
143,0.26011002
144,0.16271959
145,0.16271959
146,0.16271959
147,0.27772272
148,0.16271959
149,0.16271959
150,0.14817283
151,0.16271959
152,5.2172875
153,0.2938929
154,0.16271959
155,0.0
156,0.06337064
157,0.13076477
158,0.29193184
159,0.31540605
160,0.16271959
161,0.26011002
162,0.16271959
163,0.38786405
164,0.3306157
165,0.17658591
166,0.3322079
167,0.19469619
168,0.16271959
169,0.23017162
170,0.26011002
171,1.1239012
172,0.31009766
173,0.4298641
174,0.8911901
175,1.355573
176,0.43869543
177,0.16271959
178,0.35276124
179,0.16586304
180,0.88286626
181,0.39353454
182,0.16271959
183,0.21353376
184,0.24339372
185,0.16271959
186,0.1351026
187,0.039715752
188,0.16271959
189,0.16271959
190,0.16271959
191,0.23713747
192,0.4264177
193,0.1542818
194,0.13076477
195,0.14738184
196,0.30777055
197,5.422831
198,1.2655448
199,0.16271959
200,0.16271959
201,0.16271959
202,0.2548216
203,0.035585456
204,0.11623818
205,0.16271959
206,0.16271959
207,0.17841515
208,1.272964
209,0.45827165
210,0.12848106
211,0.16238186
212,0.1355095
213,0.30777055
214,0.1248154
215,0.09627376
216,0.3873545
217,0.27230716
218,5.2663827
219,1.0466003
220,0.16368257
221,0.16271959
222,0.16271959
223,0.30324972
224,0.8560847
225,0.18141784
226,0.39763564
227,0.16271959
228,0.38354978
229,0.16271959
230,0.16271959
231,0.36860636
232,0.16271959
233,0.38591847
234,0.16271959
235,0.13460472
236,0.044075474
237,0.0
238,0.30777055
239,0.070208915
240,0.3033084
241,0.090946324
242,0.16271959
243,0.16271959
244,0.16271959
245,0.29092956
246,0.82904327
247,0.061944604
248,1.2304114
249,0.23096968
250,0.55951774
251,0.26114
252,0.09783021
253,0.7188522
254,0.83318913
255,5.2172875
256,0.16271959
257,0.15881631
258,0.46866104
259,0.27996254
260,0.18761666
261,0.17308642
262,0.17974783
263,0.16271959
264,0.05963794
265,0.109272234
266,0.16271959
267,0.26011002
268,0.1330165
269,0.18437973
270,0.45826843
271,0.16611575
272,0.30627742
273,0.5582863
274,16.000628
275,0.16271959
276,0.30777055
277,1.0383898
278,0.41788378
279,0.24118102
280,0.26220793
281,0.33689323
282,0.13100755
283,0.5272984
284,0.26220793
285,0.3402923
286,0.16271959
287,0.42411512
288,0.2444303
289,0.30777055
290,0.16271959
291,0.16814941
292,0.08921315
293,0.06374285
294,0.40035066
295,0.8007257
296,0.22713163
297,0.10157669
298,0.16271959
299,0.16271959
300,0.15970826
301,0.55272156
302,0.27496287
303,0.4539112
304,0.13076477
305,0.17841515
306,0.2620105
307,0.28304783
308,0.4157183
309,0.16271959
310,0.16271959
311,0.3441608
312,0.42947775
313,0.24118102
314,0.16271959
315,0.30777055
316,0.21916395
317,1.9312075
318,0.10000441
319,0.2204663
320,0.16271959
321,0.13720554
322,0.31371328
323,0.30846033
324,0.27435526
325,0.31637666
326,0.2716738
327,0.16271959
328,0.16271959
329,0.19789764
330,0.16271959
331,0.16271959
332,0.22847709
333,0.27237877
334,0.5335567
335,0.28826803
336,0.13581073
337,0.4882064
338,0.29845142
339,0.25680307
340,0.12847805
341,0.39894307
342,0.16271959
343,0.6543129
344,0.082357265
345,0.19649285
346,2.9257877
347,1.7167578
348,0.1700688
349,0.22967812
350,0.16271959
351,0.36479825
352,0.16271959
353,0.13947088
354,0.16271959
355,0.16271959
356,0.30777055
357,0.40035066
358,0.29708868
359,0.30777055
360,0.2604319
361,0.66723156
362,0.5582863
363,0.5335567
364,0.0
365,0.39038333
366,0.16271959
367,0.16271959
368,0.16271959
369,0.2146284
370,0.16271959
371,0.30777055
372,0.5582863
373,0.16271959
374,0.51676697
375,1.6627345
376,0.6024765
377,0.3402923
378,0.35517615
379,0.16271959
380,1.4241788
381,0.39038333
382,0.31020096
383,0.16271959
384,0.6595712
385,0.5748063
386,0.31090906
387,0.16271959
388,0.068820946
389,0.23444793
390,0.16271959
391,0.24290192
392,0.3758605
393,0.47816423
394,0.16271959
395,0.16271959
396,1.660749
397,1.7735107
398,0.16271959
399,0.32795146
400,0.16271959
401,0.38278237
402,0.8166212
403,0.5926555
404,0.24411404
405,0.21861714
406,0.24629807
407,0.11058699
408,0.23308098
409,0.16271959
410,0.16271959
411,0.6482837
412,0.116831675
413,0.21070313
414,0.16271959
415,4.3447413
416,0.16271959
417,0.16271959
418,0.16271959
419,0.16271959
420,0.5930709
421,1.2254246
422,0.30777055
423,0.55402404
424,0.15923849
425,0.18903664
426,0.16271959
427,0.16271959
428,0.9917941
429,0.4310935
430,1.0043782
431,0.51834077
432,0.102793634
433,0.16271959
434,0.13303682
435,0.25741726
436,0.28084716
437,0.38908002
438,0.7894939
439,0.56763864
440,0.12818862
441,0.0
442,0.26011002
443,0.39313456
444,0.15923849
445,0.24973503
446,0.019813403
447,0.019105382
448,0.30777055
449,0.37969884
450,0.30777055
451,0.0579082
452,0.23705333
453,0.26325345
454,0.0
455,0.25038454
456,0.365661
457,0.16271959
458,0.49938706
459,0.25941306
460,20.0
461,0.9593027
462,0.30777055
463,1.003463
464,0.12650272
465,0.16271959
466,0.16271959
467,0.16271959
468,0.16271959
469,0.04286451
470,0.30777055
471,0.2846782
472,0.2604319
473,0.16271959
474,0.88286626
475,1.2254246
476,0.16271959
477,0.119453244
478,0.16784668
479,0.16271959
480,0.16271959
481,0.16271959
482,0.11999827
483,0.30777055
484,0.74735266
485,0.4799821
486,1.0986451
487,0.13252243
488,0.16271959
489,0.9041389
490,0.24724111
491,0.16271959
492,0.15609315
493,0.16271959
494,0.3139405
495,0.12135694
496,0.24290192
